Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
2436,symbicort,10,Highly Effective,No Side Effects,"asthma, emphysema","I had taken Pulmicort, and other inhalants, with no major changes.  It became more difficult to maintain my exercise and lively life style. I gave in and began Symbicort and immediately experienced a relief of shortness of breath, weezing.  I feel like a new person. I still have a reaction to cold wind, and very high humidity, but so much better.  I rarely use my Albuterol.",none,"I take one puff in the am, rinse my mouth and gargle.  I repeat the treatment in the evening before bed.","['taken', 'major', 'change', 'became', 'difficult', 'maintain', 'exercise', 'life', 'gave', 'began', 'immediately', 'experienced', 'relief', 'shortness', 'breath', 'feel', 'like', 'new', 'person', 'still', 'reaction', 'cold', 'wind', 'high', 'much', 'better', 'rarely', 'use', 'albuterol']",['none'],"['take', 'one', 'puff', 'rinse', 'mouth', 'repeat', 'treatment', 'evening', 'bed']"
3716,lamictal,8,Considerably Effective,Mild Side Effects,bipolar disorder and depression,I'm feeling more grounded; highs and lows are less extreme.  You could say that my emotional 'playing field' is more level.,"There's one 'side effect' - and I'm purposely and playfully/sarcastically placing it within quotes:  this stuff has increased my sex-drive manyfold! I don't know if this has been the case with other patients, and I'm curious to know if anyone else has had that experience.

I'm also presenting with a little 'feathery tickle', resulting in an annoying dry cough; perhaps this side effect will lessen as my body adapts to the medication.","My doctor started me on a minimal dose (25 mg) of Lamotrigine, and this will be prior to starting Interferon/Ribavarin treatment for the Hep-C I've got.  (An antidepressant may be added in the near future as well.) Lamotrigine was prescribed to put me in a calmer state of mind, specifically because of the high anxiety effect I receive from antidepressants, which resulted in 2 visits to an emergency room - as well as a one month hospital stay due to extreme anxiety and paranoia.

So far/so good is this layman's analysis.","['feeling', 'high', 'low', 'le', 'extreme', 'could', 'say', 'emotional', 'playing', 'level']","['one', 'side', 'effect', 'within', 'stuff', 'ha', 'increased', 'sex', 'drive', 'know', 'ha', 'case', 'patient', 'know', 'anyone', 'else', 'ha', 'experience', 'also', 'little', 'resulting', 'annoying', 'dry', 'cough', 'perhaps', 'side', 'effect', 'lessen', 'body', 'medication']","['doctor', 'started', 'minimal', 'dose', '25', 'mg', 'prior', 'starting', 'treatment', 'c', 'got', 'antidepressant', 'may', 'added', 'near', 'future', 'well', 'wa', 'prescribed', 'put', 'state', 'mind', 'specifically', 'high', 'anxiety', 'effect', 'receive', 'antidepressant', 'resulted', '2', 'visit', 'emergency', 'room', 'well', 'one', 'month', 'hospital', 'stay', 'due', 'extreme', 'anxiety', 'far', 'good']"
1959,lyrica,1,Marginally Effective,Severe Side Effects,"fibromyalgia, failed back syndrome","It seemed to work at first, but then the side effects started. Fatigue, severe memory loss, poor decisions, urinary incontinence, personality changes (crabby, irritable, withdrawn). The hard part is I can't seem to get off this stuff!! The withdrawals are horrible, shakiness, feelings of doom, loss of appetite, nausea, palpitations. It scares me so much that I just start taking it again. I'm stuck!! Don't ever start this stuff, there is something wrong with it. I don't know if I will ever be myself again.",see above,Lyrica 150mg twice a day,"['seemed', 'work', 'first', 'side', 'effect', 'started', 'fatigue', 'severe', 'memory', 'loss', 'poor', 'decision', 'urinary', 'personality', 'change', 'irritable', 'hard', 'part', 'cannot', 'seem', 'get', 'stuff', 'withdrawal', 'horrible', 'feeling', 'loss', 'appetite', 'nausea', 'palpitation', 'much', 'start', 'taking', 'stuck', 'ever', 'start', 'stuff', 'something', 'wrong', 'know', 'ever']",['see'],"['lyrica', '150mg', 'twice', 'day']"
1872,doxycycline,8,Considerably Effective,Mild Side Effects,acne,decrease in acne pustules,photosensitivity,Take medication twice a day in combination with good skin care,"['decrease', 'acne', 'pustule']",['photosensitivity'],"['take', 'medication', 'twice', 'day', 'combination', 'good', 'skin', 'care']"
1038,vyvanse,8,Considerably Effective,Mild Side Effects,adhd,"Alert, awake, focused","dry mouth, decreased appetite","I have only been on Vyvanse for 2 weeks.  I started at 40 mg. and now at 60 mg. until next week where I will probably be upped to 70 mg.  I used to take Focalin and then found out I was bipolar so had to stop that for close to a year to become stable on lithium.  I feel alert, awake and focused and feel Vyvanse is very smooth and lasts longer.  Hope I get the weight loss benefits eventually.","['alert', 'awake', 'focused']","['dry', 'mouth', 'decreased', 'appetite']","['vyvanse', '2', 'week', 'started', '40', 'mg', '60', 'mg', 'next', 'week', 'probably', 'upped', '70', 'mg', 'used', 'take', 'found', 'wa', 'bipolar', 'stop', 'close', 'year', 'become', 'stable', 'feel', 'awake', 'focused', 'feel', 'vyvanse', 'smooth', 'last', 'longer', 'hope', 'get', 'weight', 'loss', 'benefit', 'eventually']"
2745,actonel,7,Marginally Effective,Mild Side Effects,osteoporosis,My  bone density's results have always been stable and I was told to continue with the drug.,leg cramps during the night.,"Eight years ago I started with Fosamax for 3-4 years and then took Actonel.

In March, I decided not to take Actonel any longer.   I had been on it for too long and was fearful of esophageal cancer and bone breakage.  Now my doctor wants me to take the Prolia injections, which I am not going to do. I am not going to continue with any drugs.   My bone density recently done was in the minuses.  I do work with a personal trainer and execise daily.  I am searching for alternative ways to deal with this problem.","['bone', 'density', 'result', 'always', 'stable', 'wa', 'told', 'continue', 'drug']","['leg', 'cramp', 'night']","['eight', 'year', 'ago', 'started', 'fosamax', '3', '4', 'year', 'took', 'actonel', 'decided', 'take', 'actonel', 'longer', 'long', 'wa', 'esophageal', 'cancer', 'bone', 'doctor', 'want', 'take', 'injection', 'going', 'going', 'continue', 'drug', 'bone', 'density', 'recently', 'done', 'wa', 'work', 'personal', 'daily', 'alternative', 'way', 'deal', 'problem']"
1268,provigil,7,Moderately Effective,Mild Side Effects,fatigue,"I was more alert during the first part of the day but I found that it wore off by the afternoon. I could focus clearly, and if I needed a boost during the day another dose was enough.",It may cause some nervousness or restlessness. Sometimes I felt like I had drank a large cup of coffee during its full potency.,"I took modafinil for cronic fatigue and general drousiness. I found it to be moderatly effective. 



In the morning after I would take a dose the effects were noticeble and even pronounced, however after about lunchtime it totally wore off and I would have to take another dose, but if the second pill is taken later in the day it sometimes would interfere with sleep so one must be carful to take the pill at the right time.","['wa', 'alert', 'first', 'part', 'day', 'found', 'wore', 'afternoon', 'could', 'focus', 'clearly', 'needed', 'boost', 'day', 'another', 'dose', 'wa', 'enough']","['may', 'cause', 'nervousness', 'restlessness', 'sometimes', 'felt', 'like', 'drank', 'large', 'cup', 'coffee', 'full']","['took', 'fatigue', 'general', 'found', 'effective', 'morning', 'would', 'take', 'dose', 'effect', 'even', 'pronounced', 'however', 'totally', 'wore', 'would', 'take', 'another', 'dose', 'second', 'pill', 'taken', 'later', 'day', 'sometimes', 'would', 'interfere', 'sleep', 'one', 'must', 'take', 'pill', 'right', 'time']"
797,ambien,8,Considerably Effective,Mild Side Effects,insomnia,Sleeping 7-8 hours without hangover,Memory loss,It is a GODSEND. Fully rested in the am and feel like a new person. I am convinced it has kept me from sliding into a full depression. It works on 3 levels for me: 1. My body gets rest so I can 'fight' for another day. 2. My brain heals. 3. I can endure a difficult day knowing I can take the pill and go to sleep. I consider it a miracle cure for preventing a full blown depression. Wish I had it available to me years ago...could have changed my life. I would recommend to anyone in for a good experience while getting to sleep!,"['sleeping', '7', '8', 'hour', 'without', 'hangover']","['memory', 'loss']","['fully', 'rested', 'feel', 'like', 'new', 'person', 'convinced', 'ha', 'kept', 'sliding', 'full', 'depression', 'work', '3', 'level', '1', 'body', 'get', 'rest', 'fight', 'another', 'day', '2', 'brain', '3', 'difficult', 'day', 'knowing', 'take', 'pill', 'go', 'sleep', 'consider', 'miracle', 'cure', 'full', 'blown', 'depression', 'wish', 'available', 'year', 'ago', 'could', 'changed', 'life', 'would', 'recommend', 'anyone', 'good', 'experience', 'getting', 'sleep']"
2801,wellbutrin,10,Highly Effective,Mild Side Effects,depression,"I have taken antidepressants for many years, and this is first that did not ""flip the switch"" on sexuality.  I no longer feel like I am looking out of a dark room.  I have more energy, feel more motivated, and overall function at a higher level than before.","A little bit of ""hyper"" feelings.  I take the entire dose at one time, daily, and have been advised that the feeling of being revved up would disspiate if I did take it in two or more doses during the day.  I try to minimize the effect by taking the medication first thing in the morning.","I suffer chronic depression and the Wellbutrin is the first antidepressant that did not sedate me, and the only that did not dampen sexual feelings.  I have taken tricyclics (sp?) which were extremely sedating as well as limiting as far as OTC medications and dietary restrictions.  I have also tried SSRIs (prozac, zoloft, etc.)and while they temporarily relieved my depression, 1) the effect did not last more than 6 months, and 2) they completely destroyed my libido.","['taken', 'antidepressant', 'many', 'year', 'first', 'switch', 'longer', 'feel', 'like', 'looking', 'dark', 'room', 'energy', 'feel', 'motivated', 'overall', 'function', 'higher', 'level']","['little', 'bit', 'hyper', 'feeling', 'take', 'entire', 'dose', 'one', 'time', 'daily', 'advised', 'feeling', 'would', 'take', 'two', 'dos', 'day', 'try', 'effect', 'taking', 'medication', 'first', 'thing', 'morning']","['suffer', 'chronic', 'depression', 'wellbutrin', 'first', 'antidepressant', 'sexual', 'feeling', 'taken', 'sp', 'extremely', 'sedating', 'well', 'far', 'otc', 'medication', 'dietary', 'restriction', 'also', 'tried', 'ssri', 'prozac', 'zoloft', 'etc', 'temporarily', 'relieved', 'depression', '1', 'effect', 'last', '6', 'month', '2', 'completely', 'libido']"
2360,propecia,8,Moderately Effective,Mild Side Effects,male pattern baldness,"Ostensibly this will halt or even reverse the effects of male-pattern baldness. So far, one month in, there is not a great deal to report. I expected my hair loss to temporarily increase, as I had read in the literature that as dormant hair follicles reactivate, they push dead hairs out in order to form new ones. In other word, hair in a dead follicle will linger for a few months, and reactivation of the follicle will push out the old hair to make room for the new. So far, this has not occurred. The product must be taken for up to two years for any noticeable hair growth to take place, so I really haven't been on it long enough to judge its re-growth potential. In terms of halting the process, however, I must say there are fewer hairs in my brush each morning, so it's possible the drug is having an effect already. I will post a fuller report in another forty-seven months, I suppose.","I was surprised to experience brief blinding headaches in the upper left rear quadrant of my head, like a mini seconds-long burst of pressure that felt like a blunt object suddenly trying to explode out of my skull. This pressure would subside and I would go about my day. I'm told headaches are not one of the usual side-effects, so it may be an unrelated fluke. However, I've never had such an experience before, and it only manifested within about forty-eight hours of my first taking the drug and for seventy-two hours thereafter. The sudden and sporadic bursts of acute pain subsided, however, but I would caution anyone taking this drug for the first time to be on the lookout, especially if driving or in a public place with bright lights and a lot of noise around.","Overall, whether I am having some sort of placebo-effect reaction or not, my subjective impression is that hair loss has slowed or stopped and that the hair remaining appears fuller. I presented my symptoms to the doctor and she issued a prescription that same day, which I filled that afternoon at a local pharmacy and began taking immediately. The formulation I was prescribed was 1 milligram, although I believe the usual prescription is for 2 milligrams and can go as high as 5 milligrams. My case was mild to begin with, so it may be difficult to judge results. However, other than the mild side-effects I described above, which subsided within three days, I must say overall that my experience has been a positive one.","['even', 'effect', 'male', 'pattern', 'baldness', 'far', 'one', 'month', 'great', 'deal', 'report', 'expected', 'hair', 'loss', 'temporarily', 'increase', 'read', 'hair', 'follicle', 'push', 'dead', 'hair', 'order', 'form', 'new', 'one', 'word', 'hair', 'dead', 'follicle', 'month', 'follicle', 'push', 'old', 'hair', 'make', 'room', 'new', 'far', 'ha', 'occurred', 'product', 'must', 'taken', 'two', 'year', 'noticeable', 'hair', 'growth', 'take', 'place', 'really', 'long', 'enough', 'growth', 'potential', 'term', 'process', 'however', 'must', 'say', 'fewer', 'hair', 'morning', 'possible', 'drug', 'effect', 'already', 'post', 'report', 'another', 'forty', 'seven', 'month', 'suppose']","['wa', 'experience', 'headache', 'upper', 'left', 'rear', 'head', 'like', 'second', 'long', 'pressure', 'felt', 'like', 'suddenly', 'trying', 'pressure', 'would', 'subside', 'would', 'go', 'day', 'told', 'headache', 'one', 'usual', 'side', 'effect', 'may', 'however', 'never', 'experience', 'within', 'eight', 'hour', 'first', 'taking', 'drug', 'two', 'hour', 'sudden', 'sporadic', 'acute', 'pain', 'subsided', 'however', 'would', 'anyone', 'taking', 'drug', 'first', 'time', 'especially', 'driving', 'public', 'place', 'bright', 'light', 'lot', 'noise', 'around']","['overall', 'whether', 'sort', 'placebo', 'effect', 'reaction', 'subjective', 'hair', 'loss', 'ha', 'stopped', 'hair', 'remaining', 'appears', 'presented', 'symptom', 'doctor', 'prescription', 'day', 'filled', 'afternoon', 'local', 'pharmacy', 'began', 'taking', 'immediately', 'wa', 'prescribed', 'wa', '1', 'milligram', 'although', 'believe', 'usual', 'prescription', '2', 'milligram', 'go', 'high', '5', 'milligram', 'case', 'wa', 'mild', 'begin', 'may', 'difficult', 'result', 'however', 'mild', 'side', 'effect', 'described', 'subsided', 'within', 'three', 'day', 'must', 'say', 'overall', 'experience', 'ha', 'positive', 'one']"
